"Informazioni cronologiche","A chi regaleresti un cesto natalizio?","(1) - Scegli un cesto tra:","(2) - Scegli un cesto tra:","(3) - Scegli un cesto tra:","(4) - Scegli un cesto tra:","(5) - Scegli un cesto tra:","(6) - Scegli un cesto tra:","(7) - Scegli un cesto tra:","(8) - Scegli un cesto tra:","Quanti anni hai?","Qual è la tua occupazione?","Genere","Provincia di residenza (es: TN):","Un'ultima domanda importantissima :)"
"2019/12/15 4:18:10 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","23","Studente","F","Tn","Team Panettone"
"2019/12/15 4:19:14 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","48","Lavoratore","M","tv","Team Pandoro"
"2019/12/15 4:20:39 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","27","Lavoratore","F","Tn","Team Panettone"
"2019/12/15 4:22:19 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","24 ","Altro","F","VI","Team Panettone"
"2019/12/15 4:23:28 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Lavoratore","F","TV","Team Pandoro"
"2019/12/15 4:25:12 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","TV","Team Panettone"
"2019/12/15 4:27:06 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Lavoratore","F","Bo","Team Panettone"
"2019/12/15 4:29:18 PM CET","Famiglia del partner","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","27","Lavoratore","M","Ts","Team Pandoro"
"2019/12/15 4:29:22 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","29","Lavoratore","M","VV","Team Panettone"
"2019/12/15 4:31:25 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","F","TV","Team Panettone"
"2019/12/15 4:34:51 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","21","Studente","F","MC","Team Pandoro"
"2019/12/15 4:36:16 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","21","Lavoratore","F","TV","Team Pandoro"
"2019/12/15 4:36:26 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","M","Tn","Team Panettone"
"2019/12/15 4:36:55 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Altro","M","Bo","Team Pandoro"
"2019/12/15 4:38:43 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Lavoratore","M","FI","Team Panettone"
"2019/12/15 4:42:37 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","16","Studente","M","PI","Team Panettone"
"2019/12/15 4:55:54 PM CET","Amico","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","24","Studente","F","Tn","Team Panettone"
"2019/12/15 4:59:29 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","23","Studente","F","CO","Team Pandoro"
"2019/12/15 5:01:08 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","25","Altro","M","tn","Team Panettone"
"2019/12/15 5:04:48 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","23","Disoccupato","M","CO","Team Pandoro"
"2019/12/15 5:06:41 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Studente","F","TV","Team Panettone"
"2019/12/15 5:09:18 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","M","BO","Team Panettone"
"2019/12/15 5:10:51 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","24","Studente","M","Vicenza","Team Panettone"
"2019/12/15 5:11:38 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","20","Studente","M","TN","Team Panettone"
"2019/12/15 5:18:02 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","45","Lavoratore","F","Bari","Team Pandoro"
"2019/12/15 5:22:20 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","21","Studente","F","Cs","Team Pandoro"
"2019/12/15 5:23:43 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Studente","M","TN","Team Panettone"
"2019/12/15 5:31:03 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","40","Altro","F","VI","Team Panettone"
"2019/12/15 5:41:34 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","58","Lavoratore","M","TN","Team Panettone"
"2019/12/15 5:52:48 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","26","Studente","F","GR","Team Pandoro"
"2019/12/15 5:53:43 PM CET","Collega","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","33","Lavoratore","M","vi","Team Pandoro"
"2019/12/15 6:06:12 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","25","Lavoratore","F","To","Team Pandoro"
"2019/12/15 6:08:43 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","22","Lavoratore","M","To","Team Panettone"
"2019/12/15 6:10:17 PM CET","Famiglia del partner","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","24","Studente","F","Tn","Team Panettone"
"2019/12/15 6:10:23 PM CET","Famiglia del partner","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","21","Studente","M","TN","Team Pandoro"
"2019/12/15 6:12:54 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","23","Lavoratore","F","VI","Team Pandoro"
"2019/12/15 6:20:05 PM CET","Parente","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","58","Lavoratore","F","TN","Team Pandoro"
"2019/12/15 6:30:09 PM CET","Collega","Pandoro, Passito, Torrone, Grana                  - 13 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","21","Studente","F","TN","Team Pandoro"
"2019/12/15 6:30:30 PM CET","Amico","Pandoro, Passito, Torrone, Grana                  - 13 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito                    - 13 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","48","Lavoratore","F","","Team Panettone"
"2019/12/15 6:31:47 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","47","Lavoratore","F","Tn","Team Panettone"
"2019/12/15 6:33:30 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","18","Studente","M","RO","Team Panettone"
"2019/12/15 6:33:36 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","53","Lavoratore","F","Tn","Team Panettone"
"2019/12/15 6:36:41 PM CET","Collega","Pandoro, Passito, Miele, Grana                - 10 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele                              - 20 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Pandoro, Spumante,  Torrone,  Miele       - 16 euro","Pandoro, Passito,  Cioccolatini      - 10 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","21","Studente","F","TN","Team Pandoro"
"2019/12/15 6:40:12 PM CET","Parente","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Salame, Torrone, Cioccolatini                            - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Panettone,  Passito,  Salame,  Miele - 13 euro","Panettone,  Passito,  Salame, Torrone                          - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Panettone,  Spumante, Salame,   Grana - 10 euro","30","Lavoratore","M","VI","Team Panettone"
"2019/12/15 6:42:23 PM CET","Amico","Panettone, Passito, Cioccolatini, Miele, Grana  - 20 euro","Panettone, Spumante, Cioccolatini, Torrone, Miele - 20 euro","Panettone, Spumante, Miele, Grana                                        - 16 euro","Pandoro, Spumante, Salame, Cioccolatini, Grana - 20 euro","Panettone,  Passito, Torrone, Cioccolatini, Grana - 16 euro","Panettone,  Spumante,  Cioccolatini   - 16 euro","Panettone,  Passito                    - 13 euro","Pandoro, Passito, Torrone, Cioccolatini, Miele,       - 13 euro","60","Lavoratore","M","Tn","Team Panettone"
"2019/12/15 6:42:25 PM CET","Parente","Pandoro, Passito, Miele, Grana                - 10 euro","Pandoro, Spumante, Salame, Torrone, Cioccolatini, Miele,  Grana                              - 10 euro","Pandoro, Passito, Salame, Grana                      - 16 euro","Pandoro, Passito,  Salame, Torrone, Miele, Grana - 20 euro","Panettone,  Spumante, Torrone, Grana - 20 euro","Pandoro, Spumante, Salame,  Miele       - 20 euro","Panettone,  Passito,  Salame,  Cioccolatini, Grana - 20 euro","Pandoro, Spumante, Salame, Miele,       - 13 euro","63","Altro","F","TN","Team Pandoro"
